rgn_id,year,value
1,2013,0.05436555468477309
2,2013,0.034008046798408034
3,2013,0.09883250952698291
4,2013,0.02655584546737373
5,2013,0.15107817533425988
6,2013,0.03355806712061167
7,2013,0.17316397684626283
8,2013,0.04150274330750108
